评论ID,评论内容
42393,实验报告怎么写啊
42402,66666
42417,good
42426,感觉没有什么操作的呢，见识了实验楼的实验环境
42429,very good
42432,goog
42435,介绍了一些基础的编程知识点
42438,my fave！
42444,ok just it
42447,还挺简单的
42453,学习到了几个基本命令，但很实用
42459,不知道做什么
42462,学习了vim的几种模式和一些命令，需要点时间练习消化，不然容易忘记
42474,介绍开发环境
42477,命令有好
42480,不错不错   比单纯的理论 强多了  还能练习
42489,redis的入门教程，比较全面的基础教程，讲解很详细。如果能再加入各种数据类型的使用场景的话效果更好
42492,！
42495,虽然python里，一切都是对象，很难分清等号什么时候是赋值，什么时候是引用，但是还是可以用c的那一套来理解，如果对象本身的值改变了，就是赋值；否则就是引用。而是否是可变对象，就看只是否能修改，，值能变的就是可变，不能的就是不可变，比如，中括号的list和小括号的tuple.
42498,查找命令很有用
42507,好用，好学
42513,对vim不是很熟悉了
42516,回炉熟练一下，好长时间不敲了
42519,再接再厉吧
42525,命令虽然比较多，但是熟悉以后就记下啦了，d1G这样需要切换大小写的命令，对于新手来说还是不太适应的
42531,真的挺好的
42534,keep coding
42540,第一次还不太适应，不过还是挺好的
42543,受益良多
42546,实验环境非常完备，可以使用图形界面也可以自行切换到命令行，针对会员还可以利用ssh连接，整体来说环境非常好。
42567,实验的文档做的清楚，易懂．感觉比红帽的教程要容易理解的多．在实验楼学了３小时，比在红帽培训半月都有收获．感谢．
42606,很不错的教程
42612,初步学习。 了解了环境
42648,还没熟悉linux的环境。。。
42654,实验一没啥动手要求，以理解为主
42657,好极了
42663,好像别人都写好了  哈哈
42666,方式很直观，很新颖。
42675,stick
42678,not bad
42681,第一次实验不知道要干啥啊!
42690,实践是最有效率的学习方式
42705,又会了一种打印出 hello world的 方法
42741,move on!
42744,用gcc -o 1-1  1-1.c 敲了4次才ok，代码没有错，重新重建个文件替换掉原来的1-1.c才ok，不知道说什么好，
42750,很好的实验平台，会推荐给更多的学习爱好者。
42753,很有帮助，步骤很详细
42762,对我学习很有帮助
42765,jialou
42768,累，继续努力
42771,linux的日志文件在哪个目录？这个怎么做？
42774,mysql的有些操作还是非常危险，比如update不做where限定的话
42780,嗯嗯
42783,希望有实际的项目练习就更好了
42786,挺基础的
42789,GO ON
42804,666666
42810,Linux 系统简介 实验完成 匿
42813,基本概念及操作 实验完成 匿
42819,实验楼真心不错哦
42825,用过Ubuntu，没用过这个。
42843,竟然忘了 RWX的权值。。。罪过罪过
42852,啊啊啊啊实验挑战没过啊啊啊啊啊啊啊啊！！！！！！！！！！！！！！！！！！
42855,PHP
42858,决定开始进入Linux学习，以前没接触过。要加油~
42867,太卡了
42870,还没弄懂
42873,justsoso
42888,是得多练  多敲代码  去年学了一半 再头学。。。
42903,一头雾水
42906,啦啦啦
42909,不太会用  有点伤心
42912,还不错，最终还是出来效果了。嘻嘻~
42915,非常好
42918,好，很详细
42921,不错，蛮好的
42927,失败了
42930,不错不错，继续加油！真的很感谢实验楼这个站
42933,就是项目太少了
42936,环境很不错，学习起来很方便
42939,建议实验楼最好将实验代码中的空格显示出来
42945,happy day
42954,刚好项目在用git，进来学学，将的还比较细，挺好的
42957,有点难 不太会 希望获得前辈指点
42960,很好，很强大，很喜欢！
42963,还不错，编辑器不好用
42969,nice
42978,内容比较多，时间不够用，大概过了一下
42981,根本没有那个文件，我怎么找出来，所以没法做。
42984,推荐，好用
42990,thanks
42993,后来的有点不是太懂了
42999,比较浅显易懂的入门
43002,感谢课程
43011,wu
43014,希望可以更上一层楼
43017,删除用户之后用useradd命令再添加之前用户，不让添加，不知道什么情况，明天有时间再测试下
43023,实验楼简直是没得说，提供的学习平台太好了，大赞特赞。练习了一段时间，感觉提高好多！
43026,加油
43032,加油
43035,非常不错，方便便捷，通俗易懂。
43038,u
43041,还需要自己再感受一下
43044,温故而知新
43050,今天早上又练习了一个小时，感觉很棒，昨天学习的知识又得到了加强！
43092,C作为基础来说很重要
43101,不错，提供了很好的平台，可以考虑接下来的发展
43107,收获很大   感觉linux很有意思  我希望能有一位大神带带小弟我 小弟在此感激不尽
43110,#NAME?
43116,收获很大
43119,可以 新手表示不错
43122,可以的
43125,唉
43128,不错
43158,very good
43167,好玩
43170,棒棒哒
43176,怎么去第三集
43185,good
43206,我没看懂，一脸懵逼
43209,代码不能下载，但是环境很好用
43212,有点意思
43215,很有意思，很有用
43221,挺好的呢
43224,嗯？感觉很厉害的样子。
43227,很棒
43230,1月到现在基本没用linux，敲起来好陌生，连男人（man page）都看不懂了！
43233,hello shiyanlou
43236,任何人都怕时间
43239,菜鸟爬楼，写了三次才成功
43242,挺好用的，不错
43245,Shift_为什么在里边不好使
43248,学到了封包的方法
43251,interesting
43257,边学理论边实践这种方式我很喜欢 希望自己能一直坚持下去 加油
43260,加油 坚持！
43266,帅呆了
43275,写的很详细
43290,题目很有意思，要加油学习
43299,加油
43302,bucuo
43311,坚持才会胜利
43320,很不错
43341,hello world
43344,还好，这个环境
43350,加油！
43356,模式新颖，有意思
43359,不错，简单方便
43377,ok
43383,学的了新的知识
43386,just soso
43401,太慢了虚拟机太耗时间了
43407,The compute language c is so easy.So i can i up.
43416,非常好的一个实验平台
43422,实验感觉很好啊，环境非常给力，不用自己下载linux花费半天时间了。
43425,so easy 哦
43428,实验环境有点老，卡。其余的还好
43443,非常好的实验环境！
43446,挺不错的。方便自学。环境使用方便，提示信息丰富。
43458,实验楼还不错
43461,很基础，不错。
43464,第一次使用，还是挺不错的
43467,第一次接触 linux感觉不错
43470,常量名称不用大写也能通过编译
43473,错一个，得重新开始，难啊。不过这个提醒倒挺好的，使我不记得或不懂的部分能够了解
43479,第一次体验实验楼，很新奇，感觉挺好，加油
43482,第一次体验实验楼，很新奇，感觉挺好，加油
43488,学习效率高好多
43491,玩玩试试
43494,对自己说加油
43497,很好的教程，如果能图片能在详细点就好了
43509,没有c语言基础真心不容易，几个月没敲代码了，手还是有点生疏.
43512,good
43515,good
43518,good
43521,good
43524,继续努力
43527,很不错哇
43530,对linux用法有了一定了解 谢谢
43539,真的是很好呀！
43542,很棒
43545,加油哦
43548,学习了用户及文件的一些操作命令。
43554,学习makefile，很实用
43557,开始进入正题了
43560,加油
43566,还行 不错 很喜欢实验楼
43569,还不错  喜欢实验楼
43572,新手学习第一课，以前没有接触过linux，需要消化消化。
43578,123
43581,辛苦但是很值得。
43584,这个实验代码好像有问题，model.fit函数给报错。
43587,爽歪歪
43593,培养兴趣，可以
43599,由于刚刚开始接触Linux，很多命令、权限相关知识了解比较少，这一课学习速度很慢，但总归是啃下来了，棒棒哒~~
43602,环境变量还是有点儿高深啊
43611,计算时间有问题啊~~
43617,喜欢 好不错 有希望
43623,还差不错错 啥的
43626,喜欢 很不错  实验楼超级棒
43629,123
43632,不错的环境 可以让新手熟悉LINUX
43635,体验很好
43641,"shiyanlou , a nice product"
43644,介绍很详细
43653,不错
43656,挺好的呀，很方便
43659,加油哦
43662,真的很有趣·~~
43668,把命令的全名写出来非常有益于记忆命令
43671,防晒霜是智障
43674,为什么敲了30分钟代码有效学习时间是0？？
43677,好的
43680,飞非常好
43686,开心，学习不能半途而废，第一次不行那就再来几次
43689,感觉很不错啊
43692,非常好。。吧
43695,ssh\n连接 连不上
43698,学习了如何使用vim
43701,中途电脑卡住了，不能进行操作了，下次有时间继续复习
43704,还行 不错 蛮喜欢
43707,还行 还不错 喜欢
43710,不错
43716,不得 不说  这个网站很好用  完全可以自学。
43731,想点进来看看
43746,还不错 喜欢
43749,如何在使用的时候不用_syscall去定义iam和whoami，而只包含unistd.h即可，剩下的留给链接器呢？
43752,有点不懂啊
43755,用着不错  就是环境中加点现实中的开发场景更好点。很看好这个网站
43764,很强势这个
43770,忘了
43773,文档很不错，有些内容的介绍应该更清楚些，可以多附加一些介绍的链接
43782,用户及文件权限管理 实验完成
43788,这个虚拟的系统死掉了
43791,非常不错的学习linux网站
43794,额，本章只学习，没试验
43809,好
43836,=...=bbbb
43854,真他妈垃圾！
43857,好的
43860,脚本执行报错
43863,不知道要干嘛
43866,很好 很强大
43878,很强大的学习平台
43881,学习很成功，感谢实验楼这样的网站
43884,"没办法,看多过敲."
43887,非常好的实验环境
43923,updatedb locate me
43926,很好
43935,先看会文档先
43938,一个好的开始，希望可以天天向上，加油！
43944,很棒的体验啊，超酷！
43953,very nice!
43956,比较容易懂
43959,挺好的 很方便
43962,good
43971,很好的环境
43977,想说过去了
43983,编译器之神
43986,这个网站实在太棒了！！
43992,非常实用！！
43998,一维数组输入：利用循环结构，逐个输入。\n二维数组输入：利用二次循环，一次控制行，一次控制列进行输入。
44001,用自己电脑截图么？敲完才看到实验报告要求：）
44004,实验楼环境很好，提供很多知识
44007,最后作业那里的创建文件很奇怪，可以创建/pot/forloutest这样的文件吗
44013,很好，很方便，要自己装个Linux学习
44016,挺好
44022,按照命令行敲还是很不错的
44025,简单介绍了语言及IT行业发展前景。
44028,实验里定义变量有个地方不能直接在括号内定义变量并赋值，会出错
44031,有趣！
44040,很基础
44046,还不错
44052,很好 可是我不懂
44055,还不错
44058,有些还是不懂
44064,继续努力
44067,有趣！
44070,了解基础架构，用户文件权限管理，groups，su，sudo进行用户切换
44076,加油。。。
44082,特别好！
44085,很好的实验楼，我喜欢
44088,linux的日志文件应该在 /tmp 目录吧
44094,加油
44100,有意思！
44103,ok
44106,通俗易懂，能否将其它设计模式也加入课程内容
44109,不是吧
44112,第一次试验，感觉很棒
44115,还不错
44118,这实验楼真心不错，以前要在自己电脑安装虚拟机，再安装Linux系统还有各种软件，现在不用了，只需要电脑有网络能够上网，轻松学习！
44121,nice
44130,自动化狗转java，加油
44139,优秀
44142,太爽了，感谢实验楼！
44145,"good,good,very good! fell cool!"
44148,没啥想说的
44151,眼睛累了
44154,咸鱼报道
44157,千里之行始于足下
44163,语法跳的有点快，需要好好看书啊。
44166,首次使用，感觉这个平台很实用。感谢，实验楼
44172,第一课  虽然还有很多的一个命令不懂，不过相信在这里都会得到答案
44175,之前有基础，这节课比较简单
44178,thinks
44181,素晴らしい！
44184,感觉不错就是差了jar包
44187,动手才不会忘记
44190,nice
44193,这种学习体验很棒！
44196,实验环境很好啊，能一边敲代码一边学习的感觉太好了。
44214,nice
44217,good
44220,谢谢提供这个环境。第一次来，不太熟悉。以后还会来的。
44226,此部分已经了解
44232,很好，很强大
44235,版本太低了，现在都用2.2.3好了吗，课程更新要跟上啊
44238,分号忘记，实验报告写不了\n可以提高英语
44241,很实用的教学，非常感谢！！！！
44244,啊 坚持
44247,不错
44250,无基础有点累，需要边查资料边琢磨。。。加油！
44256,simple
44259,很好，便捷
44262,很不错，由于主机内存不够
44265,初识Linux，感觉棒棒的
44274,学会了如何切换到桌面和如何建立文件、用gedit打开并编写代码以及gcc -o编译并用./运行成功
44277,呵呵
44280,太差了，写程序会打不出方括号。
44283,感觉挺好的  ，就是例子太少
44286,太简单了
44289,操作简单，重在思考约束在具体的项目中的使用。
44292,这个是不必须学习的，so。。
44295,666
44298,做的很有成就感，自己做了一个简易的成绩管理系统。主要是SQL约束的使用。
44301,太棒了
44304,感觉不错，还好
44307,thanks
44310,这一次算是从成功了
44313,这一节做得比较快，明天再回顾一下。
44319,thanks
44322,be more fluent...
44328,实验楼的边敲代码边学习的方式对新手的帮助很大哦！！！
44331,1、过程中各种问题，有度娘了Rename、ALTER、UPDATE、多行插入的语法。
44337,还是要好好复习
44340,不错
44343,很强大，虚拟化做的很好，也不是很卡
44349,很好，教程很详细，环境也很棒！
44352,很好，教程很详细，环境也很棒！
44355,暂停先学习哈VIM
44358,体验了下 挺不错的啊
44361,good
44394,这个网站太牛叉叉了
44400,很不错的方式！！！
44403,包含了vim常用的操作，需要多加练习。vim的强大还是在于命令的组合
44409,感觉不错，哈哈
44412,很不错
44415,效果非常好
44418,Good
44421,暂停先学习哈VIM
44424,good
44427,一脸懵逼啊
44430,真的很棒
44433,学习了
44439,这个实验平台非常好
44442,又收获
44445,跳过
44448,已经创建文件、环境变量：\n0 3 * * *  rm -rf /home/shiyanlou/tmp/*  && cp /var/log/alternatives.log /home/shiyanlou/tmp/$date\ncrontab未启动...  不知道原因
44451,这一节有点不是很明白
44454,通过
44460,熟悉linux 先把linux背下来
44463,任重道远
44466,基础知识 还行
44469,"挑战个屁 根本没法提交 说什么输出结果不正确那为啥在gcc上运行就是正确的呢？\n要开通VIP就直说何必这样呢！\n\n#include<stdio.h>\nint main()\n{\nprintf(""I love shiyanlou!\\n"");\nreturn 0;\n}"
44475,helo world
44478,无法提交
44481,hard
44484,简要介绍C语言的辉煌历史及发展现状，并以经典的Hello World入门程序开始C语言的学习。
44487,不错
44490,ok
44493,我们进入了 Java 面向对象的世界，了解了类与对象的基本概念和用法。
44496,很棒，学到了基础的进表
44499,学习了Linux简介，特点及如何学习，最后一点重要
44523,我在一楼向上看》
44532,马币，有问题。\n说导入Qtcore，没有这个模块。搞了半天不知道哪里出了问题。\n差评
44535,good
44538,真心不错，有时间再来
44541,真心不错，有时间再来
44544,我们对Java 封装方面的知识进行了详细的介绍，特别是内部类，是其中的重难点
44547,ok
44550,很实用。
44553,还不错
44556,还可以像学到一些知识
44559,对Java 继承方面的知识进行了详细的介绍
44562,有意思
44565,我们对Java 多态方面的知识进行了详细的介绍
44568,简单学习！
44571,挺好玩的 很严谨 竟然还区分大小写
44577,学了好长时间。。。累
44580,网速很慢，环境反应慢，无法实时操作。
44583,cool
44592,hello
44598,入门不错~
44604,what most I want to say pretty good
44607,hello world hello swift
44613,今天先这样
44616,第一次玩这个，很是好奇，值得再来
44619,明天继续完成这一章，太多了。。。
44622,zan
44625,体验感觉挺神奇的！不错，会继续尝试！
44628,Remember git .
44631,有些命令有点难了。
44634,不错。边看边打代码
44637,linux 的日志存在哪里？
44646,还不错，感觉我正在会员的路上啊》》》
44652,Linux 目录结构及文件基本操作 实验完成
44679,學有所得！
44685,虽然工作了一年之久，但是来实验楼补习基础还是很好的！
44691,111
44697,实验楼！我宣你！
44700,go ahead
44703,学了两遍。。
44706,这两次试验让我初步体会到了LINUX系统的编程操作，感觉做得特别好。
44709,太卡了  图形界面和终端界面经常卡住   可能是我这边网速的原因吧...
44715,没在用户主目录下找到个人版本的.vimrc
44724,实践是检验真理的唯一标准
44727,权限不够，不能修改
44730,晕乎乎的敲完了代码
44733,挺好，不错，入门知识
44736,乐游春苑断肠天
44739,老哥 这波很稳 ，删除可以讲的细点，sudo删除  和 rmdir 之类的
44742,似曾相识燕归来
44760,很详细  就是py文件拼写有误  prediction.py   还是很开心 第一次体验python
44766,很棒
44772,好東西，今天先回，下次再練。
44775,长风破浪会有时，直挂云帆济沧海。
44781,有点卡
44784,啦啦啦
44787,Linux
44793,有钱就支持你，做的不错
44796,感谢党
44799,还以为有图形界面，too young too simple 了~
44802,努力进百楼
44805,hh
44808,66666
44811,入门
44814,百度了半个小时才搞好，感觉还不错，查找能力上升了哈哈，完全新手
44817,来复习一下GIT
44820,感谢党
44823,文件结构整理的很好
44829,好
44832,非常好的学习体验
44838,把一些基础普及知识介绍的很清楚，包括计算机学科，职业分类，学习态度。
44847,好~
44853,执行degit命令的时候报错了
44856,henhao
44862,非常感谢实验楼带来的学习体验！
44865,用起来真方便
44868,这种实战演练模式效果比较好，比较需要自己动手练习，比起老师讲同学听的模式好很多。
44874,棒棒的
44880,非常好的练习和学习的方式，只是知道的太迟了
44913,挺好
44919,有点眼晕。缓缓再继续学习。
44934,第一步 开始新的旅行
44958,最后没给新建的用户读取权限，用loutest的时候打不开
44961,学习起来很有意思，因为是项目导向的，所以很好玩，不会枯燥！
44964,每天进步一点点
44967,wa!!!!
44970,不知道什么原因，今天连不上服务器
44973,挺好用的
44982,挺好用的
44985,呵呵，还不错
44988,不错，了解了redis使用
44991,小白，虚心学习
44994,好
45006,挺好的，可惜不是C++的
45009,这个系列不错啊，多出点就好了
45015,东西越来越多了，希望可以每天坚持下去
45021,体验很重要  耐心更重要！
45024,这个实验室 尚不完善，前面的几步骤无法顺利进行，  serve的下载等
45027,很多使用的命令，尤其是tar 命令保存链接的那个，太棒了。
45033,敲着java我要上百楼！
45048,cd Desktop  D要大写
45057,很赞，我会努力学习，祝实验楼越来越好
45060,怎么把这眼睛删掉
45063,nice
45069,很实用的小东西
45075,还不错
45078,有效时间好难拿啊！
45084,非常棒
45087,。。。。挑战成功了，，但是没搞懂怎么连接远程服务器啊 @
45093,第一次不错的
45096,嘿嘿嘿
45099,我不服，为什么有效学习时间是0？我真的不服！
45102,快乐学习>.<
45105,每天進步一點點
45108,挺好的
45111,专注
45114,敲了半小时，告诉我有效9min，无语无语，想进百楼俱乐部好难啊！！！
45120,very good
45123,本机安装了python环境，感觉还是在熟悉的环境下面动手实验，更简便一些。
45126,feel good
45132,不错
45141,好好哇
45150,学到了添加用户的方法，
45153,虚拟机和实体环境有些差别
45171,可以的
45177,啊，慢慢来
45180,很好
45186,up up
45189,挺有趣的
45192,飘过
45195,做了个小计算器，哈，挺有意思的
45201,初识c语言
45204,其实很简单，其实并不难，只要细心
45207,很简单，只要细心
45210,great！
45216,不知道是什么
45222,实验这么久，才六分钟，心碎了。。
45225,判断闰年只需要年份，不需要月、日，一个参数就够了。
45228,thanks
45234,thanks
45237,有点难
45240,本来打算快速搞定Java编程语言（新版）部分，中间因为做项目耽搁了一段时间。今天终于一次性把7，8，9，10节搞完了
45246,软件\n有点bug
45249,终于看完了  将近 3个小时
45258,提交不成功。
45288,很新颖的课程，清晰易懂！
45303,不错，就差练习了，准备买会员了。
45312,不错
45315,不错
45318,不错
45321,这里真是个好地方，相见恨晚。
45330,好
45333,很棒的系统！！强烈点赞！！
45345,好
45348,挺好的
45351,哈哈 就喜欢挑战
45363,hao
45369,好的 加油了
45378,加油
45381,基本了解了Linux的概念，包括其发展历史、特点、应用领域。
45384,nice！！！
45387,_(:зゝ∠)_
45390,第一次，感觉很不错！
45396,结束符那个实验有问题
45405,非常不错，很喜欢
45408,"不错,例子都很生动"
45411,长代码的输入还需要加强，中途会有不想继续的想法。对编程有更多的想法 了
45417,方便学习  赞一个
45420,"So easy, haha"
45423,继续加油，每天学习一点点
45426,实验楼很好，第一次用linux系统的工具
45435,学了一个早上，告诉我只有三分钟，实验楼啊，你让我又爱又恨...
45450,可以，非常方便
45453,hello world!
45474,初次使用，可能当前环境下基础细节的操作有点不熟悉，所以花的时间有点儿长
45486,初次使用，可能当前环境下基础细节的操作有点不熟悉，所以花的时间有点儿长
45498,稍微有些延迟，不过环境很强大。
45504,感谢实验楼提供的环境，体验太棒了
45516,这个是python2
45525,很不错。
45528,实验楼提供虚拟环境，省得用户安装环境，想法挺好的，但是实际使用中，虚拟环境反应太慢了，操作也不方便，敲长代码要累死，而且纯文字的教学方式不容易看懂，最好是配合视频讲解吧。
45534,next time
45537,很简单啦
45540,不断学习，不断进步，2017.10.01，称为linux、Python的入门级工程师！Mark
45543,简单体验了一下Linux系统的终端来创建打开文件，以及编译文件的操作。决心好好学一学Linux系统
45546,命令大致了解了 还是需要坚持努力 加油
45549,太多需要掌握啦
45552,加油
45558,明白为什么学习Linux，以及使用Linux不是用来玩的，也尽量不要用图形界面。最后拜一下祖师爷李纳斯托瓦德
45561,还可以
45564,pass
45567,pass
45570,"linux,慢慢学习"
45573,pass
45576,pass
45579,pass
45582,pass
45585,pass
45588,很不错的试验环境
45591,这是个学习的好平台，对于初学者的我真的很适合。
45594,学习了crontab的正常使用
45600,有兴趣，继续。。
45603,学到很多。自己也有去百度
45606,学了两节比较基础。。
45609,很好的试验感受！
45612,不断学习，不断进步，没想到这个实验楼软件真的是太棒了
45618,加油
45621,非常好的学习平台，太好了，O(∩_∩)O谢谢
45627,好好学习，天天向上
45636,很好很好
45639,very good
45645,复习了一下
45651,真正的路才正式开始，加油
45654,感觉很不错，如果把一些关键知识点单独列出来，供复习就更好了。继续学习一段时间，可以考虑加入会员
45660,感觉不错，会继续使用
45663,每天进步一点点
45666,copy
45669,很好
45672,goojob
45678,很不错的网站，把重点知识点详细介绍扩展下就好了
45681,嗨呀，好厉害呀
45684,不错！
45690,试验和之前学的联系很深，很好的锻炼学习能力，外键约束部分需要自主查找学习。很棒，继续加油！！
45696,很有收获
45699,不错
45702,平台很好   非常感谢。
45705,虽然不是很懂，但是操作给了我一点点的成就感，希望坚持下去，收获一点点收获
45801,很好的一个平台
45807,很好的学习工具
45819,我爱实验楼。。。。。我爱你们
45822,实验环境有点卡了
45834,为什么不能用啊
45867,挺好的
45879,哇打不开
45894,题目都描述不清楚。
45909,继续学习
45912,挺有意思的哈哈
45915,熟悉了一下基本的操作
45918,太给力了，几个小时感觉收货很大
45921,tinghaode
45927,不是很熟练，需要进一步学习
45942,找不到sources.list，伤心，要继续加油
45948,太棒了
45954,入门的，不错啦
45963,fuwuqi weixiangying
45966,比Linux学习书籍上讲的浅显一些。但是基本的东西都有介绍。
45969,非常有用
45972,我发现空格 很重要，做实验的时候有几个空格没有打出来，导致实验结果不是很理想。最后是两个命令，我不知道该怎么安装。网上搜过来的也不能用。
45975,thanks
45978,whereis/locate/find用起来差别很大啊
45984,作为一个小白，还是都不懂
45987,没有挑战成功。。。。。。对find/chown/chmod命令不太熟，看help后还是用得少，不知道具体怎么操作
45990,实验失败了，要再试一次。
45993,哈哈，通过了
46002,挺好玩的
46005,实验不错，不过thinkphp是3.x版本的，现在出的5.x版本跟3.x版本差别有点大，建议新手学新版的。免得思维要重新转变。
46059,很好
46062,文档简单明了，很棒！
46065,没学明白 我还是去看看别的文档吧
46077,判断闰年最原始的办法，一条一条自己写
46080,网速太慢无法实时操作只能看看3文档
46083,实验linux练习环境很好，大大方便了学习。不错！
46089,可以
46095,不错
46098,初步
46143,pillow模块安装失败
46155,稍微有点卡，不过很棒
46161,、、、、、
46176,git clone\nnum1 num2 operation\nswitch case
46179,很happy
46209,文档很不错，边看边实验，感觉学习python已经进入正轨。
46212,非常棒
46215,训练很有成效
46218,还没来得及做完
46224,很不错
46233,按部就班
46236,元素不是标签，这一点要了解
46239,hello world ! 入门
46245,hello 实验楼\n完成第一题
46248,这一节呢，主要讲了标签的属性。以及啊，我们能够在开始标签就定义内容的属性。
46251,学习的好地方
46269,还可以
46275,慢慢的熟悉了一些操作指令，不过感觉还是介绍的不太详细
46287,不错
46296,实验界面很好，很好用的一个学习平台
46299,很好
46344,还不错！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！
46347,加油，改bug中
46350,实验用例写的好
46353,简单
46356,东西不错，适合入门。
46359,试验写的很好
46365,不错，对于学习的持续性有很强的控制，毕竟不用只对着课本，并且还有直接的可操作性。
46368,不错，对于学习的持续性有很强的控制，毕竟不用只对着课本，并且还有直接的可操作性。
46377,很好很贴心
46380,这里主要需要注意的是继承。之前的理解有错误，继承只是说，没定义的文本会向上继承，而已经定义了样式的标签还是按照定义的来
46383,linux好难啊
46386,不是做这个
46401,不会
46410,.
46413,很不错哦，很有收获。
46416,感觉不错！很适合初学者
46419,蛮有意思的
46428,very good
46437,找到了学习方法，yes！！
46440,Just go ahead!
46443,互联网上不错的实验平台
46455,内容很好，就是VIM环境没有配置方便输入啊，不适合手动敲代码
46458,很不错，不过都是函数实现。
46461,挺好的实验平台\n
46464,怎么敲代码啊？哈哈。
46467,这个平台太给力了
46470,後面的這幾章節有點虎頭蛇尾的感覺。。。
46473,好玩，明天再来。。
46476,报错了，
46491,不错
46494,可以照着敲这代码，但是不知道是咋回事儿啊\n不明白为什么会有这效果
46503,做到一半，死机了，虚拟机没反应，差评。
46509,有收获，谢谢。
46512,慢慢学吧，在指不定那天就用到了呢是吧？
46515,"第一次参加训练营，前30分钟基本在做笔记，后15分钟开始敲命令，以前用的都是win10，现在换了Ubuntu有点不习惯。。实验楼字体让我差点输错命令，libxml2,敲成了libxm12,哈哈，细节还是很重要啊。"
46518,在本实验环境中 crontab 也是不被默认启动的，同时不能在后台由 upstart 来管理，所以需要我们来启动它（同样在本实验环境中需要手动启动，自己的本地 Ubuntu 的环境中也不需要手动启动）
46521,学习和实验都很方便
46524,OK Just Go Ahead !
46542,内容略显枯燥，尽管命令都实验了，但容易遗忘，特别是那些一眼看不出什么内涵的命令，比如adduser可以看出是add user，而chown、chmod 这些则看不出是什么缩写之类的，比较容易遗忘。之后可能得回来看文档或者后面有实验再次用到才能记得住。
46551,有意思。。
46560,其实重点是如何用其它已获得root权限的用户利用usermod使新用户获得root权限\n以及在创建文件时使用sudo来创建文件
46563,非常喜欢实验楼，对提高javascript水平很有帮助
46566,一、sudo service mysql start   启动mysql服务\n二、mysql -u root   登录MySQL   \n三、sql经验\n1、sql 数据类型分为2类：固定长度、可变长度，如int 类型可以不设置属性，默认为32位。
46569,手可摘星辰
46575,jiayou
46578,GOGOGO
46581,谢谢
46584,好
46587,课程挺不错
46596,很好
46611,呵呵
46614,实践出真知
46656,min h d
46662,入门级别的小白，比较喜欢的是这种限定时间的模式，总想着要求自己快点儿完成，能够提高效率，第一次参加，发现还能统计有效时间，略微后悔，朋友都推荐了快一个月了我才打开实验楼的网页，以后争取能够天天打开坚持
46665,总是提示没有目录之类的，然而我完全按照左边提示输入。
46668,课后作业答案-查找参考了百度出来的sort命令\ndu -h |sort -rn |head
46671,指导很详细 棒棒哒
46680,学习了一些基本的指令  包括创建文件  查看目录等等   但是对于一开始说的shell和内核 还没有一个明确的概念  云里雾里的  不知道是干什么用的  怎么用的
46683,受益匪浅\n学习工具使用就是磨刀不误砍柴工
46722,感觉这一章应该早点学习，建议将此章节置前几章
46725,这个网站确实很棒
46728,继续努力！每天一节！
46755,100楼好难爬。。。
46764,很好！
46767,我还没码完啊T_T
46773,Go GO GO !
46776,所有者都改了，提交時還是提示不對。
46779,very good!!
46782,在学习这一章置前需要学习使用VIM，所以跳转到VIM编辑器的学习，学习完成后再返回来学习此章节
46794,实验楼，什么时候出app？特别期待
46809,继续加油
46812,感恩
46830,问题1：\n如果lilei属于sudo组，文件在shiyanlou用户下创建，再把文件拥有人转给lilei，最后用 ls -l 查询此文件，此文件显示拥有者是lilei，用户组是shiyanlou，这是为什么？\nlilei不是属于sudo么，用户组不应该是sudo么？\n问题2：\n假如lilei是iphone6文件的拥有者，我把iphone6文件的权限设置为077，也就是----rwxrwx，然后再用lilei，把其权限修改成700，按照道理，文件已经设置为077之后，不是拥有者权限已经被剥夺了么，怎么还可以更改其权限呢？\n难道是修改权限属性我理解错了？\n问题3：\n如何修改文件属性？创建的文件都是普通文件，不是目录文件！\n问题4：\n如何创建一个目录？没有找到opt这个文件
46833,非常好的课程
46839,今天的学习非常到位
46842,实验室网速慢只能看文档
46845,很受用，感谢
46851,挺好玩的
46854,这道题目不会
46860,nice
46863,讲得很详细，很好
46866,赞美实验楼 造福小白 快速上手
46869,"npm一直不动,没有耐心等了"
46872,完成~
46878,虽然试验成功了，但我还是不理解为什么是那个地方的esp加上100就是shellcode的地址，根据我的思考，那个地方的esp应该是存放返回地址的地方，是四个问号的存放点啊。
46881,挺不错的，学会了新建文件，给文件命名，移动文件等等。
46887,赞美实验楼 赞美开发免费课程 小白万分感谢
46890,很不错啊
46893,大学时候能遇到这样的网站就好了 ，羡慕 ，大爱
46896,easy
46908,不学了，明天继续；一定要熟练的应用VIM神器啊
46911,thanks
46917,OK!
46920,真好玩！
46929,linux通过的第一个挑战~还可以~
46935,还是很简单的
46938,"感觉挺好的,还不错."
46950,i love you 实验楼
46956,很不错的教程，简单明了
46974,这个网站不错
46977,敲了大半天一分钟都没算。。。
46983,可以的
46986,期待能在这里好好学习
46989,每天学一点。。。
46992,`henfangbian
47001,6.67E+89
47004,interesting
47010,又学到了一条命令，好开心
47022,相当不错，适合初学者！
47031,在实验楼环境下运行流畅的程序为什么在本机老是有错误，人品不行吗？
47061,效果很好
47067,很有收货~ 感觉自己又强大了
